Var_Name,Var_Label
F3PELLCUM,Cumulative Pell - (as of F3)
F3PELLYRS,Pell: number of years received - (as of F3)
F3PLUSCUM,Cumulative PLUS - (as of F3)
F3PLUSYRS,PLUS: number of years borrowed (as of F3)
F3PS1CTR,Control of first-attended PS institution
F3PS1LVL,Level of first-attended PS institution
F3PS1OUT,Whether 1st PS institution was out-of-state
F3PS1RETAIN,Status relative to first-attended postsecondary institution
F3PS1SEC,Sector of first-attended PS institution
F3PS1START,Year/month first attended a postsecondary institution
F3PS2BA,Number of months between PS entry and BA completion
F3PSLCRED,Whether R earned a credential from their last/currently attended PS institution
F3PSLCTR,Control of last/currently attended PS institution
F3PSLLVL,Level of last/currently attended PS institution
F3PSLSEC,Sector of last/currently attended PS institution
F3PSLSTART,Year/month R began attending their last/currently attended PS institution
F3PSSELECT,Highest selectivity among all attended postsecondary institutions
F3PSTIMING,Timing of first postsecondary enrollment
F3QPSWT,"Transcript: Panel Weight, F3, and postsecondary Transcript"
F3QSTAT,F3 questionnaire status
F3QTSCPSWT,"Transcript: Panel Weight, F3, High School Transcript, and postsecondary Transcript"
F3QTSCWT,Third follow-up HS transcript respondent weight
F3QTSCWT_O,Third follow-up HS transcript respondent weight (as of F3 survey)
F3QWT,Third follow-up questionnaire respondent weight
F3REGION,Region of F3 residence
F3SCENCRED,F3 survey: Ever earned a postsecondary credential in a science & engineering field
F3SCENRCRED,F3 survey: Ever earned a postsecondary credential in a science & engineering-related field
F3SEIAGE30,SEI-based code for expected age-30 occupation
F3SEICURR,SEI-based code for current/most recent job
F3SES,Sample member's socioeconomic status as of F3
F3SESQU,Quartile coding of the sample member's socioeconomic status as of F3
F3SINGLEPAR,Single parent indicator
F3SPERN2011,2011 employment income:  spouse/partner only
F3SPERN2011IM,Imputation flag - F3SPERN2011 (F3D22)
F3STAFYRS,Stafford: number of years borrowed (as of F3)
F3STEM1CRED,F3 survey: Ever earned a postsecondary credential in a STEM field (SMART grant definition)
F3STEM2CRED,F3 survey: Ever earned a postsecondary credential in a STEM field (NSF grant definition)
F3STEMOCCA30,STEM occupation flag for student's known expected occupation at age 30 as of F3 (STEM flag for F3ONET6AGE30)
F3STEMOCCCUR,STEM occupation flag for student's known current occupation as of F3 (STEM flag for F3ONET6CURR)
F3STEXP,Highest level of education respondent expects to complete - composite
F3STEXPIM,Imputation flag - F3STEXP (F3A17)
F3STFCUM3,Cumulative Stafford for undergrad and grad
F3STLOANAMT,Total amount borrowed in student loans
F3STLOANAMTIM,Imputation flag - F3STLOANAMT (F3A19)
F3STLOANEVR,Whether R took out any student/PSE loans
F3STLOANEVRIM,Imputation flag - F3STLOANEVR (F3A18)
F3STLOANPAY,Amount currently paid monthly toward student loan balance
F3STLOANPAYIM,Imputation flag - F3STLOANPAY (F3A21)
F3SUBCUM3,Cumulative subsidized Stafford and Perkins for undergrad and grad
F3TZALABERN,Transcript: Advanced laboratory science courses: known credits earned
F3TZALABGPA,Transcript: Advanced laboratory science courses: known GPA
F3TZALABTOT,Transcript: Advanced laboratory science courses: known number taken
F3TZANYDEGRE,Transcript: Any known degree attained as of June 2013
F3TZASC1CIP2,Transcript: First known Associate's degree major/field of study: 2-digit CIP
F3TZASCIERN,Transcript: All science courses: known credits earned
F3TZASCIGPA,Transcript: All science courses: known GPA
F3TZASCITOT,Transcript: All science courses: known number taken
F3TZASCLCIP2,Transcript: Most recent known Associate's degree major/field of study: 2-digit CIP
F3TZASOC1DT,Transcript: Date of first known associate's degree earned
F3TZASOCLTDT,Transcript: Date of most recent known associate's degree
F3TZBACH1DT,Transcript: Date of first known bachelor's degree earned
F3TZBACHL23,Transcript: Most recent known bachelor's degree major/field of study: undergraduate (23 categories)
F3TZBACHLTDT,Transcript: Date of most recent known bachelor's degree
F3TZBCH1CIP2,Transcript: First known Bachelor's degree major/field of study: 2-digit CIP
F3TZBCHLCIP2,Transcript: Most recent known Bachelor's degree major/field of study: 2-digit CIP
F3TZBIOLERN,Transcript: Biological/agricultural/envir life science courses: known credits earned
F3TZBIOLGPA,Transcript: Biological/agricultural/envir life science courses: known GPA
F3TZBIOLTOT,Transcript: Biological/agricultural/envir life science courses: known number taken
F3TZCALCERN,Transcript: Calculus/advanced math courses: known credits earned
F3TZCALCGPA,Transcript: Calculus/advanced math courses: known GPA
F3TZCALCTOT,Transcript: Calculus/advanced math courses: known number taken
F3TZCERT1DT,Transcript: Date of first known certificate earned
F3TZCERTLTDT,Transcript: Date of most recent known certificate
F3TZCMTHERN,Transcript: All college-level mathematics courses: known credits earned
F3TZCMTHGPA,Transcript: All college-level mathematics courses: known GPA
F3TZCMTHTOT,Transcript: All college-level mathematics courses: known number taken
F3TZCOVERAGE,Transcript: Overall transcript coverage indicator
F3TZCRT1CIP2,Transcript: First known Certificate's degree major/field of study: 2-digit CIP
F3TZCRTLCIP2,Transcript: Most recent known Certificate's major/degree field of study: 2-digit CIP
F3TZCTEERN,Transcript: Career and technical education courses: known credits earned
F3TZCTEGPA,Transcript: Career and technical education courses: known GPA
F3TZCTETOT,Transcript: Career and technical education courses: known number taken
F3TZDEG1SEC,Transcript: Sector of institution where first known degree attained
F3TZDEG1SLC,Transcript: Institutional selectivity of institution where first known degree attained
F3TZDEG1STRT,Transcript: Year/month first attended institution where first degree attained
F3TZENGIERN,Transcript: Engineering technologies: known credits earned
F3TZENGIGPA,Transcript: Engineering technologies: known GPA
F3TZENGITOT,Transcript: Engineering technologies: known number taken
F3TZENGRERN,Transcript: Engineering courses: known credits earned
F3TZENGRGPA,Transcript: Engineering courses: known GPA
F3TZENGRTOT,Transcript: Engineering courses: known number taken
F3TZEVER2YR,Transcript: Ever attended a known 2 year institution
F3TZEVER4YR,Transcript: Ever attended a 4 year institution
F3TZEVERLT2,Transcript: Ever attended a known less than 2 year institution
F3TZGPA1STSC,Transcript: GPA at first known institution attended
F3TZGPAALL,Transcript: GPA at all known institutions attended
F3TZGPAASSOC,Transcript: GPA at first known associate's degree institution
F3TZGPALAST,Transcript: GPA at last known institution attended
F3TZHIGHDEG,Transcript: Highest known degree attained as of June 2013
F3TZHIGHDEGH,Transcript: Highest known degree attained was with honors
F3TZHS2PS1,Transcript: Number of months between HS exit and postsecondary entry
F3TZILABERN,Transcript: Introductory laboratory science courses: known credits earned
F3TZILABGPA,Transcript: Introductory laboratory science courses: known GPA
F3TZILABTOT,Transcript: Introductory laboratory science courses: known number taken
F3TZLSTYRENR,Transcript: Last year of known enrollment
F3TZMONENROL,Transcript: Total known months enrolled
F3TZNSTM1GPA,Transcript: GPA for all known non-STEM courses (using SMART Grant definition of STEM)
F3TZNSTM1TOT,Transcript: Number of known non-STEM courses taken (using SMART Grant definition of STEM)
F3TZNUMCRSWD,Transcript: Number of known courses with withdrawals
F3TZPOSTATT,Transcript: Postsecondary career: known credits attempted
F3TZPOSTERN,Transcript: Postsecondary career: known credits earned
F3TZPS1SEC,Transcript: Sector of first known postsecondary institution
F3TZPS1SLC,Transcript: Institutional selectivity of first known postsecondary institution
F3TZPS1START,Transcript: First attended ever month/year
F3TZPS2ASSOC,Transcript: Elapsed time from known entry to associate's degree
F3TZPS2AWD1,Transcript: Elapsed time from known entry to first award
F3TZPS2BA,Transcript: Elapsed time from known entry to bachelor's degree
F3TZRECTRANS,Transcript: Number of known transcripts entered
F3TZREMENGPS,Transcript: Remedial English courses: known number passed
F3TZREMENTOT,Transcript: Remedial English courses: known number taken
F3TZREMMTHPS,Transcript: Remedial mathematics courses: known number passed
F3TZREMMTTOT,Transcript: Remedial mathematics courses: known number taken
F3TZREMPASS,Transcript: Remedial courses: known number passed
F3TZREMTOT,Transcript: Remedial courses: known number taken
F3TZREQTRANS,Transcript: Total transcripts requested
F3TZSCENCRED,Transcript: Ever earned a postsecondary credential in a science & engineering field as of June 2013
F3TZSCENGPA,Transcript: Science and Engineering Courses: known GPA
F3TZSCENRCRED,Transcript: Ever earned a postsecondary credential in a science & engineering-related field as of June 2013
F3TZSCENRGPA,Transcript: Science and Engineering-Related Courses: known GPA
F3TZSCENRTOT,Transcript: Science and Engineering-Related Courses: known number taken
F3TZSCENTOT,Transcript: Science and Engineering Courses: known number taken
F3TZSCHCOMBO,Transcript: Known Institution combination
F3TZSCHTOTAL,Transcript: Total known institutions attended
F3TZSTATERN,Transcript: Statistics courses in all departments: known credits earned
F3TZSTATGPA,Transcript: Statistics courses in all departments: known GPA
F3TZSTEM1CRED,Transcript: Ever earned a postsecondary credential in a STEM field as of June 2013 (SMART grant definition)
F3TZSTEM1GPA,Transcript: GPA for all known STEM courses (using SMART Grant definition of STEM)
F3TZSTEM1TOT,Transcript: Number of known STEM courses taken (using SMART Grant definition of STEM)
F3TZSTEM2CRED,Transcript: Ever earned a postsecondary credential in a STEM field as of June 2013 (NSF grant definition)
F3TZSTEM2GPA,"Transcript: GPA for all known STEM courses (using NSF definition of science, engineering, and related fields of study)"
F3TZSTEM2TOT,"Transcript: Number of known STEM courses taken (using NSF definition of science, engineering, and related fields of stud"
F3TZSTOPGT4M,Transcript: Count of known stopouts longer than 4 months
F3TZTMAS2BCH,Transcript: Elapsed time from known associate's to known bachelor's degree
F3TZTOTLSTOP,Transcript: Total known elapsed stopout time
F3TZTRANRESP,Transcript: Transcript response status
F3TZYR1ERN,Transcript: First year known enrollment: credits earned
F3TZYR1GPA,Transcript: GPA in first year of known attendance
F3TZYR2ERN,Transcript: Second year enrollment: known credits earned
F3TZYR2GPA,Transcript: GPA in known second year of attendance
F3VOTEBEH,Summary of recent voting behavior
F3WYGED1,Completed GED to improve/advance at current job (update of F2WYGED1)
F3WYGED2,Completed GED to train for new job/career (update of F2WYGED2)
F3WYGED3,Completed GED to improve basic skills (update of F2WYGED3)
F3WYGED4,Completed GED to met reqrmnts for additional study (update of F2WYGED4)
F3WYGED5,Completed GED b/c req/encouraged by employer (update of F2WYGED5)
F3WYGED6,Completed GED for personal/family/social reasons (update of F2WYGED6)
F21STO_P,First occupation after high school (using ELS BY/F1 coding scheme)
